OpenAlex.title;issn.X1;issn.X2;issn.X3;issn.X4;host_organization_name;country_code;concept;Scopus.title;Print-ISSN;E-ISSN;All Science Journal Classification Codes (ASJC);WoS.title;WoS.ISSN;WoS.eISSN;WoS. Categories;DOAJ.title;DOAJ.Journal ISSN (print version);DOAJ.Journal EISSN (online version)
Journal of Physical Activity and Health;1543-5474;1543-3080;;;Human Kinetics;US;C159110408;Journal of physical activity & health;1543-3080;1543-5474;"2732;";JOURNAL OF PHYSICAL ACTIVITY & HEALTH;1543-3080;1543-5474;Public, Environmental & Occupational Health;;;
Journal of physical activity research;2574-4437;2576-1919;;;;US;C159110408;;;;;;;;;;;
Journal of physical medicine rehabilitation studies & reports;2754-4745;;;;;GB;C159110408;;;;;;;;;;;
Journal of physical therapy and health promotion;2376-1601;2376-1636;;;;US;C159110408;;;;;;;;;;;
Journal of Physiotherapy;1836-9553;1836-9561;;;Elsevier BV;NL;C159110408;Journal of Physiotherapy;1836-9553;-;"3612;";JOURNAL OF PHYSIOTHERAPY;1836-9553;1836-9561;Orthopedics | Rehabilitation;Journal of Physiotherapy;1836-9553;
Journal of Policy and Practice in Intellectual Disabilities;1741-1130;1741-1122;;;Wiley-Blackwell;GB;C159110408;Journal of Policy and Practice in Intellectual Disabilities;1741-1122;1741-1130;"2739; 3306;";JOURNAL OF POLICY AND PRACTICE IN INTELLECTUAL DISABILITIES;1741-1122;1741-1130;Health Policy & Services | Rehabilitation;;;
Journal of population therapeutics and clinical pharmacology;2561-8741;;;;Codon Publications;CA;C159110408;;;;;;;;;;;
Journal of Positive Behavior Interventions;1098-3007;1538-4772;;;SAGE Publishing;US;C159110408;Journal of Positive Behavior Interventions;1098-3007;1538-4772;"3202; 3204; 2735;";JOURNAL OF POSITIVE BEHAVIOR INTERVENTIONS;1098-3007;1538-4772;Psychology, Clinical | Education, Special;;;
Journal of positive school psychology;2717-7564;;;;;TR;C159110408;;;;;;;;;;;
Journal of post anesthesia nursing;0883-9433;1878-0474;;;;NL;C159110408;;;;;;;;;;;
Journal of prescribing practice;2631-8385;2631-8393;;;;GB;C159110408;Journal of Prescribing Practice;2631-8385;2631-8393;"2736; 2920;";;;;;;;
Journal of prevention;2731-5541;2731-5533;;;Springer Science+Business Media;US;C159110408;;;;;JOURNAL OF PREVENTION;2731-5533;2731-5541;Public, Environmental & Occupational Health;;;
Journal of prevention & intervention in the community;1540-7330;1085-2352;;;Taylor & Francis;US;C159110408;Journal of Prevention and Intervention in the Community;1085-2352;-;"3207;";JOURNAL OF PREVENTION & INTERVENTION IN THE COMMUNITY;1085-2352;1540-7330;Psychology, Multidisciplinary;;;
Journal of prevention and health promotion;2632-0770;2632-0789;;;SAGE Publishing;US;C159110408;;;;;;;;;;;
Journal of preventive and rehabilitative medicine;2415-038X;;;;;ZM;C159110408;;;;;;;;;;;
Journal of preventive medicine & healthcare;2576-0084;;;;;US;C159110408;;;;;;;;;;;
Journal of preventive medicine and care;2474-3585;;;;;US;C159110408;;;;;;;;;;;
Journal of preventive medicine and holistic health;2454-6704;2454-6712;;;;IN;C159110408;;;;;;;;;;;
Journal of preventive medicine and hygiene;1121-2233;;;;Pacini Editore Medicina;IT;C159110408;Journal of Preventive Medicine and Hygiene;1121-2233;-;"2725; 2739;";;;;;;;
Journal of preventive medicine and public health;2233-4521;1975-8375;;;Korean Society for Preventive Medicine;KR;C159110408;Journal of Preventive Medicine and Public Health;1975-8375;2233-4521;"2739;";;;;;Journal of Preventive Medicine and Public Health;1975-8375;2233-4521
Journal of Primary Care & Community Health;2150-1319;2150-1327;;;SAGE Publishing;US;C159110408;Journal of Primary Care and Community Health;2150-1319;2150-1327;"2739; 2905;";JOURNAL OF PRIMARY CARE AND COMMUNITY HEALTH;2150-1319;2150-1327;Primary Health Care;Journal of Primary Care & Community Health;2150-1319;2150-1327
Journal of primary health care;1172-6164;1172-6156;;;CSIRO Publishing;AU;C159110408;Journal of Primary Health Care;1172-6164;1172-6156;"2739; 2700;";JOURNAL OF PRIMARY HEALTH CARE;1172-6164;1172-6156;Primary Health Care;Journal of Primary Health Care;1172-6164;1172-6156
Journal of problem-based learning;2288-8675;2508-9145;;;;KR;C159110408;;;;;;;;;Journal of Problem-Based Learning;2288-8675;2508-9145
Journal of Professional Nursing;1532-8481;8755-7223;;;Elsevier BV;US;C159110408;Journal of Professional Nursing;8755-7223;-;"2900;";JOURNAL OF PROFESSIONAL NURSING;8755-7223;1532-8481;Nursing;;;
Journal of Psychiatric and Mental Health Nursing;1365-2850;1351-0126;;;Wiley-Blackwell;GB;C159110408;Journal of Psychiatric and Mental Health Nursing;1351-0126;-;"2921;";JOURNAL OF PSYCHIATRIC AND MENTAL HEALTH NURSING;1351-0126;1365-2850;Nursing | Psychiatry;;;
Journal of Psychiatric Intensive Care;1742-6464;1744-2206;;;;GB;C159110408;;;;;;;;;;;
Journal of psychiatric nursing;0277-2973;;;;;US;C159110408;;;;;;;;;;;
Journal of psychiatric nursing;2277-9035;2455-8397;;;;IN;C159110408;;;;;;;;;;;
Journal of psychiatric nursing and mental health services;0360-5973;;;;Springer Science+Business Media;US;C159110408;;;;;;;;;;;
Journal of Psychiatry Psychology and Behavioral Research;2723-0821;2723-083X;;;Brawijaya University;ID;C159110408;;;;;;;;;;;
Journal of Psychoactive Drugs;0279-1072;2159-9777;;;Taylor & Francis;US;C159110408;Journal of Psychoactive Drugs;0279-1072;-;"3200; 2701;";JOURNAL OF PSYCHOACTIVE DRUGS;0279-1072;2159-9777;Psychology, Clinical | Substance Abuse;;;
Journal of psychologists and counsellors in schools;2055-6365;2055-6373;;;Cambridge University Press;GB;C159110408;Journal of Psychologists and Counsellors in Schools;2055-6365;2055-6373;"3204; 3304; 3207;";JOURNAL OF PSYCHOLOGISTS AND COUNSELLORS IN SCHOOLS;2055-6365;2055-6373;Education & Educational Research | Social Work;;;
Journal of Psychology & Clinical Psychiatry;2373-6445;;;;MedCrave Group;US;C159110408;;;;;;;;;;;
Journal of psychology, neuropsychiatric disorders and brain stimulation;2474-5073;;;;;US;C159110408;;;;;;;;;;;
Journal of Psychopathology and Behavioral Assessment;0882-2689;1573-3505;;;Springer Science+Business Media;US;C159110408;Journal of Psychopathology and Behavioral Assessment;0882-2689;1573-3505;"3203;";JOURNAL OF PSYCHOPATHOLOGY AND BEHAVIORAL ASSESSMENT;0882-2689;1573-3505;Psychology, Clinical;;;
Journal of Psychosocial Nursing and Mental Health Services;0279-3695;1938-2413;;;Slack Incorporated (United States);US;C159110408;Journal of Psychosocial Nursing and Mental Health Services;0279-3695;-;"2921; 2900;";JOURNAL OF PSYCHOSOCIAL NURSING AND MENTAL HEALTH SERVICES;0279-3695;1938-2413;Nursing;;;
Journal of Psychosocial Oncology;1540-7586;0734-7332;;;Taylor & Francis;US;C159110408;Journal of Psychosocial Oncology;0734-7332;1540-7586;"2738; 3202; 2730;";JOURNAL OF PSYCHOSOCIAL ONCOLOGY;0734-7332;1540-7586;Psychology, Social;;;
Journal of psychosocial oncology research and practice;2637-5974;;;;Wolters Kluwer;US;C159110408;;;;;;;;;;;
Journal of psychosocial rehabilitation and mental health;2198-963X;2198-9834;;;Springer Science+Business Media;IN;C159110408;;;;;;;;;;;
Journal of psychotherapy & psychological disorders;2327-4654;;;;OMICS Publishing Group;US;C159110408;;;;;;;;;;;
Journal of Public Child Welfare;1554-8732;1554-8740;;;Taylor & Francis;US;C159110408;Journal of Public Child Welfare;1554-8732;-;"3312; 3204;";JOURNAL OF PUBLIC CHILD WELFARE;1554-8732;1554-8740;Social Work;;;
Journal of public economics plus;2666-5514;;;;Elsevier BV;NL;C159110408;;;;;;;;;;;
Journal of Public Health;1741-3842;1741-3850;;;Oxford University Press;GB;C159110408;Journal of Public Health;1741-3842;1741-3850;"2739; 2700;";JOURNAL OF PUBLIC HEALTH;1741-3842;1741-3850;Public, Environmental & Occupational Health;;;
Journal Of Public Health;0943-1853;1613-2238;2198-1833;;Springer Science+Business Media;DE;C159110408;Zeitschrift für Gesundheitswissenschaften;0943-1853;-;"2739;";JOURNAL OF PUBLIC HEALTH-HEIDELBERG;2198-1833;1613-2238;Public, Environmental & Occupational Health;;;
Journal of Public Health and Development;2673-0774;2651-1258;;;;TH;C159110408;Journal of Public Health and Development;2673-0774;2651-1258;"2739; 2718; 2719; 3306;";;;;;;;
JOurnal of Public Health and Diseases;2705-2214;;;;;NG;C159110408;;;;;;;;;;;
Journal of public health and emergency;2520-0054;;;;AME Publishing Company;HK;C159110408;Journal of Public Health and Emergency;-;2520-0054;"2739; 2711; ";;;;;;;
Journal of public health and epidemiology;2141-2316;;;;Academic Journals;NG;C159110408;;;;;;;;;;;
Journal of public health and primary care;2772-3674;2772-3666;;;Medknow;NL;C159110408;;;;;;;;;;;
Journal of Public Health Dentistry;0022-4006;1752-7325;;;Wiley-Blackwell;GB;C159110408;Journal of Public Health Dentistry;0022-4006;-;"2739; 3500;";JOURNAL OF PUBLIC HEALTH DENTISTRY;0022-4006;1752-7325;Dentistry, Oral Surgery & Medicine | Public, Environmental & Occupational Health;;;
Journal of public health for tropical and coastal region;2597-4378;;;;;ID;C159110408;;;;;;;;;;;
Journal of Public Health in Africa;2038-9930;2038-9922;;;PAGEPress (Italy);IT;C159110408;Journal of Public Health in Africa;2038-9922;2038-9930;"2739;";JOURNAL OF PUBLIC HEALTH IN AFRICA;2038-9922;2038-9930;Public, Environmental & Occupational Health;Journal of Public Health in Africa;2038-9922;2038-9930
Journal of public health international;2641-4538;;;;;US;C159110408;;;;;;;;;;;
Journal of Public Health Management and Practice;1550-5022;1078-4659;;;Lippincott Williams & Wilkins;US;C159110408;Journal of public health management and practice : JPHMP;1078-4659;1550-5022;"2739; 2719;";JOURNAL OF PUBLIC HEALTH MANAGEMENT AND PRACTICE;1078-4659;1550-5022;Public, Environmental & Occupational Health;;;
Journal of Public Health Policy;1745-655X;0197-5897;;;Palgrave Macmillan;GB;C159110408;Journal of Public Health Policy;0197-5897;1745-655X;"2739; 2719;";JOURNAL OF PUBLIC HEALTH POLICY;0197-5897;1745-655X;Health Care Sciences & Services | Public, Environmental & Occupational Health;;;
Journal of Public Health Research;2279-9028;2279-9036;;;PAGEPress (Italy);IT;C159110408;Journal of Public Health Research;2279-9028;2279-9036;"2739;";JOURNAL OF PUBLIC HEALTH RESEARCH;2279-9028;2279-9036;Public, Environmental & Occupational Health;Journal of Public Health Research;;2279-9036
Journal of public health, hygiene and safety;2767-8792;;;;;US;C159110408;;;;;;;;;;;
Journal of Public Mental Health;1746-5729;2042-8731;;;Emerald Publishing Limited;GB;C159110408;Journal of Public Mental Health;1746-5729;2042-8731;"2738; 2739;";JOURNAL OF PUBLIC MENTAL HEALTH;1746-5729;2042-8731;Public, Environmental & Occupational Health;;;
Journal of Quality in Clinical Practice;1440-1762;1320-5455;;;Wiley-Blackwell;AU;C159110408;;;;;;;;;;;
Journal of quality in health care & economics;2642-6250;;;;;US;C159110408;;;;;;;;;;;
Journal of racial and ethnic health disparities;2196-8837;2197-3792;;;Springer Science+Business Media;CH;C159110408;Journal of racial and ethnic health disparities;-;2196-8837;"2739; 2719; 3312; 3314; 3306;";JOURNAL OF RACIAL AND ETHNIC HEALTH DISPARITIES;2197-3792;2196-8837;Public, Environmental & Occupational Health;;;
Journal of Radiology Nursing;1555-9912;1546-0843;;;Elsevier BV;US;C159110408;Journal of Radiology Nursing;1546-0843;-;"2902; 3614;";;;;;;;
Journal of recovery science;2638-5031;;;;;US;C159110408;;;;;;;;;;;
Journal of refugee & global health;2473-0327;;;;;US;C159110408;;;;;;;;;;;
Journal of regional medical campuses;2576-5558;;;;University of Minnesota;US;C159110408;;;;;;;;;Journal of Regional Medical Campuses;;2576-5558
Journal of Rehabilitation Medicine;1650-1977;1651-2081;;;Foundation for Rehabilitation Information;SE;C159110408;Journal of Rehabilitation Medicine;1650-1977;-;"2742; 3612; 2700;";JOURNAL OF REHABILITATION MEDICINE;1650-1977;1651-2081;Rehabilitation | Sport Sciences;Journal of Rehabilitation Medicine;1650-1977;1651-2081
Journal of rehabilitation medicine clinical communications;2003-0711;;;;;SE;C159110408;;;;;;;;;Journal of Rehabilitation Medicine - Clinical Communications;;2003-0711
Journal of rehabilitation therapy;2767-5122;;;;;US;C159110408;;;;;;;;;;;
Journal of Religion & Health;0022-4197;1573-6571;;;Springer Science+Business Media;NL;C159110408;Journal of Religion and Health;0022-4197;1573-6571;"1212; 2700; 2900;";JOURNAL OF RELIGION & HEALTH;0022-4197;1573-6571;Public, Environmental & Occupational Health;;;
Journal of Renal Care;1755-6678;1755-6686;;;Wiley-Blackwell;FR;C159110408;Journal of Renal Care;1755-6678;1755-6686;"2902; 2727;";JOURNAL OF RENAL CARE;1755-6678;1755-6686;Nursing | Urology & Nephrology;;;
Journal of Renal Nursing;2041-1448;2052-2894;;;;GB;C159110408;;;;;;;;;;;
Journal of Renal Nutrition;1051-2276;1532-8503;1051-2276;;Elsevier BV;US;;Journal of Renal Nutrition;1051-2276;1532-8503;"2727; 2916; 2701;";JOURNAL OF RENAL NUTRITION;1051-2276;1532-8503;Nutrition & Dietetics | Urology & Nephrology;;;
Journal of Research & Health;2423-5717;;;;Gonabad University of Medical Sciences;IR;C159110408;;;;;;;;;Journal of Research & Health;;2423-5717
Journal of research development in nursing and midwifery;2588-3038;;;;;IR;C159110408;Journal of Research Development in Nursing and Midwifery;-;2588-3038;"2913; 2902; 2901; ";;;;;Journal of Research Development in Nursing and Midwifery;;2588-3038
Journal of research in ayurvedic sciences;2456-5601;;;;;IN;C159110408;;;;;;;;;;;
Journal of Research in Basic and Clinical Sciences;2705-4004;2705-3385;;;;NG;C159110408;;;;;;;;;;;
Journal of research in health sciences;2228-7795;2228-7809;;;;IR;C159110408;Journal of Research in Health Sciences;2228-7795;2228-7809;"2739; 2719; 2713;";JOURNAL OF RESEARCH IN HEALTH SCIENCES;2228-7795;2228-7809;Public, Environmental & Occupational Health;;;
Journal of research in interprofessional practice and education;1916-7342;;;;;CA;C159110408;;;;;;;;;;;
Journal of Research in Nursing;1744-988X;1744-9871;;;SAGE Publishing;GB;C159110408;Journal of Research in Nursing;1744-9871;1744-988X;"2922;";JOURNAL OF RESEARCH IN NURSING;1744-9871;1744-988X;Nursing;;;
Journal of Research in Nursing and Midwifery;2315-568X;;;;;NG;C159110408;;;;;;;;;;;
Journal of Research in Pharmaceutical Economics;0896-6621;;;;Haworth Press;US;C159110408;;;;;;;;;;;
Journal of research in pharmacy practice;2319-9644;2279-042X;;;Medknow;IN;C159110408;;;;;JOURNAL OF RESEARCH IN PHARMACY PRACTICE;2319-9644;2279-042X;Pharmacology & Pharmacy;Journal of Research in Pharmacy Practice;2319-9644;2279-042X
Journal of Research on Educational Effectiveness;1934-5739;1934-5747;;;Taylor & Francis;US;C159110408;Journal of Research on Educational Effectiveness;1934-5747;1934-5739;"3304;";JOURNAL OF RESEARCH ON EDUCATIONAL EFFECTIVENESS;1934-5747;1934-5739;Education & Educational Research;;;
Journal of Rural and Tropical Public Health;1832-2921;;;;;AU;C159110408;;;;;;;;;;;
Journal of Rural Health;1748-0361;0890-765X;;;Wiley-Blackwell;US;C159110408;Journal of Rural Health;0890-765X;-;"2739;";JOURNAL OF RURAL HEALTH;0890-765X;1748-0361;Health Care Sciences & Services | Public, Environmental & Occupational Health;;;
Journal of SARS-CoV-2 research;2768-7953;;;;;US;C159110408;;;;;;;;;;;
Journal of school and educational psychology;2791-8300;;;;;TR;C159110408;;;;;;;;;;;
Journal of School Health;0022-4391;1746-1561;;;Wiley-Blackwell;US;C159110408;Journal of School Health;0022-4391;-;"2739; 1211; 3304;";JOURNAL OF SCHOOL HEALTH;0022-4391;1746-1561;Education, Scientific Disciplines | Health Care Sciences & Services | Public, Environmental & Occupational Health;;;
Journal of School Nursing;1059-8405;1546-8364;;;SAGE Publishing;US;C159110408;Journal of School Nursing;1059-8405;1546-8364;"2901;";JOURNAL OF SCHOOL NURSING;1059-8405;1546-8364;Nursing;;;
Journal of science in sport and exercise;2662-1371;2096-6709;2662-1371;;Springer Science+Business Media;SG;;Journal of Science in Sport and Exercise;2096-6709;2662-1371;"2916; 2742; 2732; 3612; 1314; ";;;;;;;
Journal of Sciences and Health;2798-2408;;;;;ID;C159110408;;;;;;;;;;;
Journal of scientific research in allied science;2455-5800;;;;;IN;C159110408;;;;;;;;;;;
Journal of Sexually Transmitted Diseases (Online);2090-7893;2090-7958;;;Hindawi Publishing Corporation;EG;C159110408;;;;;;;;;;;
Journal of Smart Bioprospecting and Technology;2714-7894;2686-0805;;;Brawijaya University;ID;C159110408;;;;;;;;;;;
Journal of smoking cessation;1834-2612;;;;Cambridge University Press;GB;C159110408;Journal of Smoking Cessation;1834-2612;-;"2738;";JOURNAL OF SMOKING CESSATION;;1834-2612;Substance Abuse;;;
Journal of social intervention: Theory and Practice;1876-8830;;;;Utrecht University Library Open Access Journals (Publishing Services);NL;C159110408;;;;;;;;;Journal of Social Intervention: Theory and Practice;;1876-8830
Journal of social protection;2773-7993;;;;;NP;C159110408;;;;;;;;;;;
Journal of Social Service Research;0148-8376;1540-7314;;;Haworth Press;US;C159110408;Journal of Social Service Research;0148-8376;1540-7314;"3312; 3301;";JOURNAL OF SOCIAL SERVICE RESEARCH;0148-8376;1540-7314;Social Work;;;
Journal of Social Work in Disability & Rehabilitation;1536-710X;1536-7118;;;Taylor & Francis;US;C159110408;;;;;;;;;;;
Journal of social work in end-of-life & palliative care;1552-4264;1552-4256;;;Taylor & Francis;US;C159110408;Journal of Social Work in End-of-Life and Palliative Care;1552-4256;1552-4264;"3319; 3306;";JOURNAL OF SOCIAL WORK IN END-OF-LIFE & PALLIATIVE CARE;1552-4256;1552-4264;Social Work;;;
Journal of Social Work in Long-Term Care;1533-2624;1533-2632;;;Taylor & Francis;US;C159110408;;;;;;;;;;;
Journal of Social Work Practice;0265-0533;1465-3885;;;Taylor & Francis;GB;C159110408;Journal of Social Work Practice;0265-0533;1465-3885;"2709; 3301; 3306;";JOURNAL OF SOCIAL WORK PRACTICE;0265-0533;1465-3885;Social Work;;;
Journal of Social Work Practice in The Addictions;1533-256X;1533-2578;;;Taylor & Francis;GB;C159110408;Journal of Social Work Practice in the Addictions;1533-256X;-;"2742; 3306;";JOURNAL OF SOCIAL WORK PRACTICE IN THE ADDICTIONS;1533-256X;1533-2578;Social Work;;;
Journal of social, behavioral and health sciences;1948-3260;;;;;US;C159110408;;;;;;;;;;;
Journal of Specialized Nursing Care;1983-4152;;;;;BR;C159110408;;;;;;;;;;;
Journal of Speech Pathology & Therapy;2472-5005;;;;OMICS Publishing Group;US;C159110408;;;;;;;;;;;
Journal of sports and exercise medicine;2694-2283;;;;;US;C159110408;;;;;;;;;;;
Journal of stroke medicine;2516-6085;2516-6093;;;SAGE Publishing;GB;C159110408;;;;;;;;;;;
Journal of stroke research;2574-030X;;;;;US;C159110408;;;;;;;;;;;
Journal of studies on alcohol and drugs;1946-5858;1946-584X;;;;US;C159110408;Journal of Studies on Alcohol and Drugs. Supplement;1946-584X;1946-5858;"2700;";;;;;;;
Journal of Substance Abuse Treatment;1873-6483;0740-5472;;;Elsevier BV;US;C159110408;Journal of Substance Abuse Treatment;0740-5472;-;"2738; 3203; 2701; 2921;";JOURNAL OF SUBSTANCE ABUSE TREATMENT;0740-5472;1873-6483;Psychology, Clinical | Substance Abuse;;;
Journal of substance misuse;1357-5007;;;;Taylor & Francis;GB;C159110408;;;;;;;;;;;
Journal of Substance Use;1465-9891;1475-9942;;;Taylor & Francis;GB;C159110408;Journal of Substance Use;1465-9891;-;"3306; 2701;";JOURNAL OF SUBSTANCE USE;1465-9891;1475-9942;Substance Abuse;;;
Journal of surgical protocols and research methodologies;2752-616X;;;;Oxford University Press;GB;C159110408;;;;;;;;;;;
Journal of Teaching in The Addictions;1533-2713;1533-2705;;;Haworth Press;US;C159110408;;;;;;;;;;;
Journal of technology in behavioral science;2366-5963;;;;Springer Science+Business Media;CH;C159110408;;;;;;;;;;;
Journal of Telemedicine and Telecare;1758-1109;1357-633X;;;SAGE Publishing;GB;C159110408;Journal of Telemedicine and Telecare;1357-633X;-;"2718;";JOURNAL OF TELEMEDICINE AND TELECARE;1357-633X;1758-1109;Health Care Sciences & Services;;;
